# Chunk-averaged data for fix chunk and group B
# Timestep Number-of-chunks Total-count
# Chunk OrigID Coord1 Ncount c_ke1 temp c_stress4[1] c_displace1[1] c_disp c_stress5[1]
100100 173 3444
  106 109 220.806 24 6.46875e-05 0.500445 -81446.4 -0.0398661 13.1204 -81446.4
  107 110 222.806 12 6.66677e-05 0.515764 -82720.9 -0.0404066 12.0539 -82720.9
  108 111 224.806 24 9.26135e-05 0.716489 -83918.4 -0.0419038 13.1207 -83918.4
  109 112 226.806 24 0.000149805 1.15894 -85469.4 -0.0447832 13.1208 -85469.4
  110 113 228.806 12 0.000192856 1.492 -86536.9 -0.0472409 14.1876 -86536.9
  111 114 230.806 24 0.000221201 1.71128 -87454.1 -0.0497324 13.1211 -87454.1
  112 115 232.806 24 0.000227476 1.75983 -88535.6 -0.0527821 13.1212 -88535.6
  113 116 234.806 12 0.000204704 1.58366 -89351.8 -0.0544338 12.0546 -89351.8
  114 117 236.806 24 0.000158508 1.22627 -90171.3 -0.054773 13.1214 -90171.3
  115 118 238.806 24 8.94203e-05 0.691785 -91120.6 -0.0530678 13.1215 -91120.6
  116 119 240.806 12 4.96606e-05 0.384191 -91595.6 -0.0505992 14.1883 -91595.6
  117 120 242.806 24 3.41572e-05 0.264252 -91806.4 -0.0481848 13.1217 -91806.4
  118 121 244.806 24 4.65543e-05 0.360159 -91973 -0.0467186 13.1218 -91973
  119 122 246.806 12 7.62685e-05 0.590039 -92217.5 -0.0472847 12.0553 -92217.5
  120 123 248.806 24 0.000114429 0.88526 -92587.1 -0.0489457 13.122 -92587.1
  121 124 250.806 24 0.000157192 1.21609 -92641.6 -0.0514509 13.1222 -92641.6
  122 125 252.806 12 0.000176933 1.36881 -91841.3 -0.0532125 14.1889 -91841.3
  123 126 254.806 24 0.000182044 1.40835 -89698.5 -0.0551188 13.1224 -89698.5
  124 127 256.806 24 0.000164079 1.26937 -84660.8 -0.0583742 13.1225 -84660.8
  125 128 258.806 12 0.00013537 1.04727 -78994.8 -0.0611368 12.056 -78994.8
  126 129 260.806 24 0.000100861 0.780294 -70925.2 -0.0631428 13.1227 -70925.2
  127 130 262.806 24 5.8483e-05 0.452444 -56018.5 -0.0633088 13.1229 -56018.5
  128 131 264.806 12 3.43465e-05 0.265716 -41616.5 -0.0614059 14.1896 -41616.5
  129 132 266.806 24 2.06002e-05 0.15937 -25481.5 -0.0584857 13.1231 -25481.5
  130 133 268.806 24 1.50923e-05 0.116759 -6275.45 -0.0553585 13.1232 -6275.45
  131 134 270.806 12 2.08353e-05 0.161189 3063.41 -0.0546397 12.0566 3063.41
  132 135 272.806 24 4.04581e-05 0.312998 5455.01 -0.055794 13.1234 5455.01
  133 136 274.806 24 8.83511e-05 0.683514 1867.59 -0.058668 13.1235 1867.59
  134 137 276.806 12 0.000135626 1.04925 -2636.85 -0.0606549 14.1902 -2636.85
  135 138 278.806 24 0.000180321 1.39502 -6167.4 -0.0613201 13.1237 -6167.4
  136 139 280.806 24 0.000210718 1.63019 -9061.41 -0.0598619 13.1238 -9061.41
  137 140 282.806 12 0.000196372 1.5192 -10090.8 -0.0572543 12.0572 -10090.8
  138 141 284.806 24 0.000142137 1.09962 -9910.74 -0.0539231 13.124 -9910.74
  139 142 286.806 24 5.59562e-05 0.432896 -9564.14 -0.0498039 13.1241 -9564.14
  140 143 288.806 12 1.3366e-05 0.103404 -10965.2 -0.0475912 14.1909 -10965.2
  141 144 290.806 24 8.13823e-06 0.0629601 -13410.6 -0.0464773 13.1243 -13410.6
  142 145 292.806 24 3.11023e-05 0.240618 -13963.1 -0.0459094 13.1244 -13963.1
  143 146 294.806 12 4.78533e-05 0.370209 -12808.3 -0.0456085 12.0578 -12808.3
  144 147 296.806 24 4.4935e-05 0.347632 -13758.6 -0.0449383 13.1246 -13758.6
  145 148 298.806 24 2.25329e-05 0.174322 -16063.1 -0.0433425 13.1247 -16063.1
  146 149 300.806 12 7.82486e-06 0.0605357 -15434.1 -0.0416772 14.1914 -15434.1
  147 150 302.806 24 4.46443e-06 0.0345383 -14756.9 -0.0398077 13.1247 -14756.9
  148 151 304.806 24 7.85147e-06 0.0607416 -16431.4 -0.0375396 13.1247 -16431.4
  149 152 306.806 12 9.68538e-06 0.0749293 -16284.3 -0.0361321 12.0582 -16284.3
  150 153 308.806 24 7.72366e-06 0.0597528 -14891.7 -0.0348886 13.1252 -14891.7
  151 154 310.806 24 2.50401e-06 0.0193719 -15431.5 -0.0332635 13.1258 -15431.5
  152 155 312.806 12 1.79309e-06 0.013872 -15131.2 -0.0319536 14.193 -15131.2
  153 156 314.806 24 8.89226e-06 0.0687935 -13937.3 -0.0303924 13.127 -13937.3
  154 157 316.806 24 2.82376e-05 0.218456 -14476.2 -0.0280148 13.1279 -14476.2
  155 158 318.806 12 4.71761e-05 0.36497 -14000 -0.0261028 12.0619 -14000
  156 159 320.806 24 6.40773e-05 0.495723 -13249.1 -0.0242162 13.1293 -13249.1
  157 160 322.806 24 7.48128e-05 0.578777 -13360.2 -0.0221646 13.1302 -13360.2
  158 161 324.806 12 7.34943e-05 0.568577 -12287.2 -0.0210489 14.1975 -12287.2
  159 162 326.806 24 5.54147e-05 0.428707 -11975.8 -0.0200625 13.1315 -11975.8
  160 163 328.806 24 1.68639e-05 0.130465 -11337 -0.0182005 13.1325 -11337
  161 164 330.806 12 1.15511e-05 0.0893635 -10607.8 -0.0160631 12.0665 -10607.8
  162 165 332.806 24 6.23266e-06 0.0482179 -10502.2 -0.0132739 13.1338 -10502.2
  163 166 334.806 24 7.56613e-05 0.585341 -9435.78 -0.00907761 13.1347 -9435.78
  164 167 336.806 12 0.000112404 0.869595 -9330 -0.00616763 14.2021 -9330
  165 168 338.806 24 9.38305e-05 0.725904 -8757.4 -0.00403971 13.1361 -8757.4
  166 169 340.806 24 4.48367e-05 0.346872 -8430.43 -0.00263537 13.1371 -8430.43
  167 170 342.806 12 3.5779e-05 0.276798 -8030.86 -0.00251492 12.0711 -8030.86
  168 171 344.806 24 4.80939e-05 0.37207 -7934.79 -0.00258034 13.1385 -7934.79
  169 172 346.806 24 7.07312e-05 0.5472 -7846.59 -0.00200075 13.1394 -7846.59
  170 173 348.806 12 7.39399e-05 0.572024 -7699.77 -0.00109075 14.2068 -7699.77
  171 174 350.806 24 5.2872e-05 0.409036 -7637.71 -0.000269376 13.1409 -7637.71
  172 175 352.806 24 1.58883e-05 0.122917 -7510.03 0.0001396 13.1418 -7510.03
  173 176 354.806 12 2.21628e-06 0.0171459 -10607.4 6.13627e-05 12.0758 -10607.4
101000 173 3444
  1 4 10.8061 12 0.0136391 105.517 69064.3 0.398625 12.1878 69064.3
  2 5 12.8061 22.74 0.00953191 73.7421 93104.5 0.36734 12.6051 93104.5
  3 6 14.8061 13.26 0.00520143 40.24 95995.3 0.380974 11.4662 95995.3
  4 7 16.8061 24 0.0094981 73.4805 130996 0.36362 12.1861 130996
  5 8 18.8061 24 0.0161535 124.969 152218 0.296435 12.1887 152218
  6 9 20.8061 12 0.00798726 61.7922 147088 0.254149 12.1909 147088
  7 10 22.8061 24 0.0025466 19.7014 170386 0.256217 12.1926 170386
  8 11 24.8061 24 0.00624108 48.2831 167831 0.246349 12.1926 167831
  9 12 26.8061 12 0.00236903 18.3276 188195 0.217456 12.1911 188195
  10 13 28.8061 24 0.00223207 17.2681 176954 0.194951 12.1892 176954
  11 14 30.8061 24 0.00237622 18.3832 140984 0.186424 12.1872 140984
  12 15 32.8061 12 0.00285641 22.0981 143421 0.190186 12.1856 143421
  13 16 34.8061 24 0.00140022 10.8325 79840.8 0.191979 12.1837 79840.8
  14 17 36.8061 24 0.0015488 11.982 9578.18 0.187132 12.1817 9578.18
  15 18 38.8061 12 0.00250986 19.4171 -39620.1 0.187052 12.1819 -39620.1
  16 19 40.8061 24 0.00144521 11.1806 -108575 0.183658 12.1838 -108575
  17 20 42.8061 24 0.000861921 6.66811 -153241 0.177432 12.1857 -153241
  18 21 44.8061 12 0.000860356 6.65601 -163053 0.170205 12.1848 -163053
  19 22 46.8061 24 0.000810108 6.26727 -131814 0.161709 12.1813 -131814
  20 23 48.8061 24 0.00085734 6.63267 -84313.5 0.152994 12.1728 -84313.5
  21 24 50.8061 12 0.000905293 7.00365 -8866.74 0.149441 12.1637 -8866.74
  22 25 52.8061 24 0.00108825 8.4191 85509.1 0.151213 12.1507 85509.1
  23 26 54.8061 24 0.00132905 10.282 115870 0.158319 12.6612 115870
  24 27 56.8061 12 0.00135597 10.4902 154762 0.164595 12.1083 154762
  25 28 58.8061 24 0.0012422 9.6101 237359 0.172301 12.6225 237359
  26 29 60.8061 24 0.000812113 6.28278 231299 0.181703 13.1345 231299
  27 30 62.8061 12 0.000531749 4.11379 217382 0.18627 14.1893 217382
  28 31 64.8061 24 0.000413236 3.19694 277793 0.191202 13.1155 277793
  29 32 66.8061 24 0.000303014 2.34422 306750 0.200613 13.1122 306750
  30 33 68.8061 12 0.000233594 1.80716 272858 0.208264 12.0475 272858
  31 34 70.8061 24 0.000245325 1.89792 257020 0.215248 13.1173 257020
  32 35 72.8061 24 0.000238757 1.84711 235001 0.222326 13.1191 235001
  33 36 74.8061 12 0.000149768 1.15866 182041 0.224121 14.1851 182041
  34 37 76.8061 24 7.96199e-05 0.615967 116400 0.221517 13.1173 116400
  35 38 78.8061 24 0.000219617 1.69903 12637.1 0.214036 13.1173 12637.1
  36 39 80.8061 12 0.000587905 4.54823 -86291.8 0.206769 12.0511 -86291.8
  37 40 82.8061 24 0.000944073 7.30367 -163276 0.199292 13.1177 -163276
  38 41 84.8061 24 0.00117847 9.11705 -164145 0.191749 13.1176 -164145
  39 42 86.8061 12 0.0013015 10.0688 -95190.9 0.189155 14.1842 -95190.9
  40 43 88.8061 24 0.00125237 9.68877 22653.5 0.189488 13.1176 22653.5
  41 44 90.8061 24 0.000750947 5.80958 190429 0.192027 13.1175 190429
  42 45 92.8061 12 0.00039624 3.06545 254558 0.193312 12.0508 254558
  43 46 94.8061 24 0.00036098 2.79266 208818 0.190774 13.1175 208818
  44 47 96.8061 24 0.000418447 3.23725 68996.9 0.180858 13.1175 68996.9
  45 48 98.8061 12 0.000537822 4.16077 -34598.6 0.17064 14.1841 -34598.6
  46 49 100.806 24 0.00077963 6.03148 -113376 0.162084 13.1174 -113376
  47 50 102.806 24 0.00125878 9.73833 -229911 0.157354 13.1174 -229911
  48 51 104.806 12 0.00204428 15.8152 -384529 0.158349 12.0508 -384529
  49 52 106.806 24 0.00354144 27.3978 -626799 0.159033 13.1174 -626799
  50 53 108.806 24 0.00535929 41.4613 -954027 0.151676 13.1174 -954027
  51 54 110.806 12 0.00604139 46.7382 -1.11302e+06 0.137483 14.1841 -1.11302e+06
  52 55 112.806 24 0.00633374 48.9999 -1.14503e+06 0.115915 13.1175 -1.14503e+06
  53 56 114.806 24 0.00606482 46.9195 -1.00892e+06 0.0839237 13.1175 -1.00892e+06
  54 57 116.806 12 0.00483665 37.4179 -780721 0.0631036 12.0508 -780721
  55 58 118.806 24 0.0028355 21.9364 -498029 0.050868 13.1175 -498029
  56 59 120.806 24 0.000876126 6.778 -194671 0.0476158 13.1176 -194671
  57 60 122.806 12 0.000261968 2.02667 -64472.1 0.0527012 14.1843 -64472.1
  58 61 124.806 24 0.000102135 0.790148 -8207.62 0.0611515 13.1176 -8207.62
  59 62 126.806 24 0.000126095 0.975516 19673.5 0.0719315 13.1177 19673.5
  60 63 128.806 12 0.000217093 1.6795 25017.9 0.0775387 12.051 25017.9
  61 64 130.806 24 0.000306747 2.3731 25187.8 0.0798293 13.1177 25187.8
  62 65 132.806 24 0.000369443 2.85813 23179.3 0.0794799 13.1178 23179.3
  63 66 134.806 12 0.000365798 2.82993 20968 0.0779921 14.1844 20968
  64 67 136.806 24 0.000319271 2.46999 18439.9 0.0768737 13.1178 18439.9
  65 68 138.806 24 0.00022346 1.72876 14797.6 0.0772339 13.1178 14797.6
  66 69 140.806 12 0.00014384 1.1128 11945.4 0.0790739 12.0511 11945.4
  67 70 142.806 24 7.73906e-05 0.598719 9050.93 0.0819614 13.1178 9050.93
  68 71 144.806 24 3.09411e-05 0.23937 5122.65 0.0860322 13.1178 5122.65
  69 72 146.806 12 3.99555e-05 0.309109 2058.97 0.0886685 14.1844 2058.97
  70 73 148.806 24 9.51875e-05 0.736403 -1195.49 0.0906939 13.1178 -1195.49
  71 74 150.806 24 0.000202172 1.56407 -5782.09 0.0927814 13.1178 -5782.09
  72 75 152.806 12 0.000275438 2.13088 -9291.84 0.0938727 12.0512 -9291.84
  73 76 154.806 24 0.000305348 2.36228 -12672.1 0.093991 13.1179 -12672.1
  74 77 156.806 24 0.000261388 2.02219 -16887.5 0.0919397 13.1179 -16887.5
  75 78 158.806 12 0.000175545 1.35808 -19875 0.0885736 14.1846 -19875
  76 79 160.806 24 8.08866e-05 0.625766 -22851.1 0.0841192 13.1179 -22851.1
  77 80 162.806 24 7.23115e-06 0.0559426 -27041.9 0.0788299 13.1179 -27041.9
  78 81 164.806 12 1.28488e-05 0.0994028 -30361.9 0.0765937 12.0513 -30361.9
  79 82 166.806 24 7.0412e-05 0.544731 -33642.4 0.0763788 13.118 -33642.4
  80 83 168.806 24 0.000163263 1.26306 -37657.1 0.0769585 13.118 -37657.1
  81 84 170.806 12 0.000205737 1.59165 -40299.6 0.0761422 14.1847 -40299.6
  82 85 172.806 24 0.000196118 1.51723 -42603 0.0722668 13.118 -42603
  83 86 174.806 24 0.000132068 1.02172 -45519.2 0.0627289 13.118 -45519.2
  84 87 176.806 12 7.38918e-05 0.571652 -47788.4 0.0534955 12.0514 -47788.4
  85 88 178.806 24 3.48891e-05 0.269914 -50224.1 0.044445 13.1181 -50224.1
  86 89 180.806 24 2.23732e-05 0.173087 -53582.3 0.0351829 13.1182 -53582.3
  87 90 182.806 12 3.81305e-05 0.29499 -56047.6 0.0309602 14.1849 -56047.6
  88 91 184.806 24 6.39923e-05 0.495066 -58266.9 0.0288276 13.1183 -58266.9
  89 92 186.806 24 8.97426e-05 0.694279 -60723.1 0.0266362 13.1184 -60723.1
  90 93 188.806 12 9.45717e-05 0.731639 -62203.1 0.0240224 12.0518 -62203.1
  91 94 190.806 24 8.59717e-05 0.665106 -63423.8 0.0193113 13.1185 -63423.8
  92 95 192.806 24 6.77821e-05 0.524385 -64902.1 0.0101753 13.1186 -64902.1
  93 96 194.806 12 5.74022e-05 0.444082 -66051.7 0.00198393 14.1853 -66051.7
  94 97 196.806 24 5.58336e-05 0.431947 -67355 -0.00601378 13.1187 -67355
  95 98 198.806 24 6.23671e-05 0.482493 -69175.7 -0.0144619 13.1187 -69175.7
  96 99 200.806 12 6.71441e-05 0.519449 -70412.9 -0.0185412 12.0521 -70412.9
  97 100 202.806 24 6.74244e-05 0.521618 -71273.8 -0.020915 13.1189 -71273.8
  98 101 204.806 24 6.62287e-05 0.512367 -71754 -0.0240472 13.119 -71754
  99 102 206.806 12 6.88518e-05 0.532661 -71696.5 -0.027861 14.1857 -71696.5
  100 103 208.806 24 7.78501e-05 0.602274 -71487.9 -0.033817 13.1191 -71487.9
  101 104 210.806 23.01 9.39466e-05 0.726803 -71326.6 -0.0435216 13.0808 -71326.6
  102 105 212.806 12.99 0.000102907 0.796122 -71455.2 -0.0489307 12.2021 -71455.2
  103 106 214.806 24 0.000102097 0.789854 -71520.7 -0.054149 13.1194 -71520.7
  104 107 216.806 20.75 8.82165e-05 0.682473 -70987.1 -0.057333 13.2571 -70987.1
  105 108 218.806 15.25 7.7351e-05 0.598413 -71879.3 -0.0550698 13.7718 -71879.3
  106 109 220.806 24 6.71387e-05 0.519408 -70738.3 -0.0560586 13.1197 -70738.3
  107 110 222.806 12 6.99495e-05 0.541153 -70333.8 -0.0564003 12.0531 -70333.8
  108 111 224.806 24 8.9646e-05 0.693532 -70081.3 -0.0577417 13.1198 -70081.3
  109 112 226.806 24 0.000131414 1.01666 -69956.8 -0.0603824 13.1199 -69956.8
  110 113 228.806 12 0.000165203 1.27806 -69935.4 -0.0625946 14.1867 -69935.4
  111 114 230.806 24 0.000192323 1.48788 -69895.5 -0.0647766 13.1201 -69895.5
  112 115 232.806 24 0.000210918 1.63173 -69821.8 -0.0673667 13.1202 -69821.8
  113 116 234.806 12 0.000203626 1.57532 -69802.8 -0.0686549 12.0536 -69802.8
  114 117 236.806 24 0.000170837 1.32165 -69808.5 -0.0685882 13.1203 -69808.5
  115 118 238.806 24 0.000107494 0.831608 -69621.6 -0.0661811 13.1204 -69621.6
  116 119 240.806 12 6.3006e-05 0.487436 -69115.2 -0.0630058 14.1871 -69115.2
  117 120 242.806 24 3.69691e-05 0.286005 -68045.6 -0.0596961 13.1205 -68045.6
  118 121 244.806 24 3.86899e-05 0.299318 -65673.3 -0.0568524 13.1206 -65673.3
  119 122 246.806 12 6.98428e-05 0.540327 -62871.8 -0.0563429 12.0541 -62871.8
  120 123 248.806 24 0.000119309 0.923017 -58241.4 -0.0570176 13.1208 -58241.4
  121 124 250.806 24 0.000181722 1.40586 -48084 -0.0583287 13.1209 -48084
  122 125 252.806 12 0.00021367 1.65302 -36780.5 -0.0591595 14.1877 -36780.5
  123 126 254.806 24 0.000222407 1.72062 -22389.6 -0.0599096 13.1211 -22389.6
  124 127 256.806 24 0.00019794 1.53133 -2634.35 -0.0611003 13.1212 -2634.35
  125 128 258.806 12 0.000155018 1.19927 9261.84 -0.0618896 12.0547 9261.84
  126 129 260.806 24 0.0001044 0.807676 14898.2 -0.0616931 13.1214 14898.2
  127 130 262.806 24 5.06008e-05 0.391464 13315.9 -0.0591222 13.1215 13315.9
  128 131 264.806 12 2.59839e-05 0.20102 7533.45 -0.0556268 14.1882 7533.45
  129 132 266.806 24 1.41999e-05 0.109855 1267.14 -0.0517676 13.1216 1267.14
  130 133 268.806 24 1.13554e-05 0.0878491 -4436.28 -0.0482223 13.1217 -4436.28
  131 134 270.806 12 1.80227e-05 0.13943 -6759.57 -0.0476909 12.0551 -6759.57
  132 135 272.806 24 3.46638e-05 0.268171 -8010.8 -0.0493479 13.1218 -8010.8
  133 136 274.806 24 7.40772e-05 0.573086 -8863.44 -0.0530388 13.1219 -8863.44
  134 137 276.806 12 0.000116178 0.898792 -9613.45 -0.0555936 14.1886 -9613.45
  135 138 278.806 24 0.000160707 1.24328 -11883.7 -0.0566759 13.122 -11883.7
  136 139 280.806 24 0.000194224 1.50258 -16045.2 -0.0555591 13.1221 -16045.2
  137 140 282.806 12 0.000182412 1.4112 -17652.6 -0.0530428 12.0555 -17652.6
  138 141 284.806 24 0.000132203 1.02277 -17531.1 -0.0496795 13.1222 -17531.1
  139 142 286.806 24 5.11259e-05 0.395527 -19341.1 -0.0455772 13.1223 -19341.1
  140 143 288.806 12 1.05433e-05 0.0815669 -22155.8 -0.043563 14.1891 -22155.8
  141 144 290.806 24 8.11074e-06 0.0627474 -22812.4 -0.0427991 13.1225 -22812.4
  142 145 292.806 24 3.68645e-05 0.285196 -22213.9 -0.0427095 13.1227 -22213.9
  143 146 294.806 12 5.46367e-05 0.422688 -23741.1 -0.0427288 12.056 -23741.1
  144 147 296.806 24 4.84856e-05 0.375101 -25158.9 -0.042261 13.1227 -25158.9
  145 148 298.806 24 2.18399e-05 0.168961 -24398.7 -0.040633 13.1227 -24398.7
  146 149 300.806 12 5.80766e-06 0.04493 -24962.6 -0.0388411 14.1894 -24962.6
  147 150 302.806 24 4.23761e-06 0.0327836 -26440.6 -0.037004 13.123 -26440.6
  148 151 304.806 24 1.23092e-05 0.0952284 -25804 -0.0349278 13.1236 -25804
  149 152 306.806 12 1.56254e-05 0.120883 -25776.2 -0.0336776 12.0574 -25776.2
  150 153 308.806 24 1.17053e-05 0.090556 -26461.3 -0.0326321 13.1247 -26461.3
  151 154 310.806 24 3.57712e-06 0.0276738 -25159.6 -0.0311556 13.1255 -25159.6
  152 155 312.806 12 1.90061e-06 0.0147037 -24946.1 -0.0298128 14.1928 -24946.1
  153 156 314.806 24 1.09307e-05 0.0845639 -25105.7 -0.0282306 13.1268 -25105.7
  154 157 316.806 24 3.74176e-05 0.289475 -23924 -0.0258406 13.1277 -23924
  155 158 318.806 12 6.25242e-05 0.483709 -24025.3 -0.0239595 12.0617 -24025.3
  156 159 320.806 24 8.1173e-05 0.627982 -23390.2 -0.0222328 13.1291 -23390.2
  157 160 322.806 24 9.40417e-05 0.727538 -22115.8 -0.0204034 13.13 -22115.8
  158 161 324.806 12 8.06919e-05 0.62426 -21690.1 -0.0194564 14.1974 -21690.1
  159 162 326.806 24 3.76165e-05 0.291014 -20374.2 -0.0185645 13.1314 -20374.2
  160 163 328.806 24 2.95916e-05 0.228931 -19787.6 -0.0167931 13.1323 -19787.6
  161 164 330.806 12 1.31194e-05 0.101496 -19007.4 -0.014804 12.0664 -19007.4
  162 165 332.806 24 2.03033e-05 0.157073 -18395.7 -0.011982 13.1337 -18395.7
  163 166 334.806 24 7.99426e-05 0.618463 -17726.1 -0.00789164 13.1347 -17726.1
  164 167 336.806 12 8.3893e-05 0.649025 -17294.3 -0.00512318 14.202 -17294.3
  165 168 338.806 24 4.8298e-05 0.373649 -16941.9 -0.0031897 13.1361 -16941.9
  166 169 340.806 24 2.91531e-05 0.225538 -16277.3 -0.0020697 13.137 -16277.3
  167 170 342.806 12 3.83959e-05 0.297043 -15755.7 -0.00210502 12.0711 -15755.7
  168 171 344.806 24 6.18371e-05 0.478393 -15313.8 -0.00223868 13.1384 -15313.8
  169 172 346.806 24 9.61611e-05 0.743935 -14703.8 -0.00178136 13.1394 -14703.8
  170 173 348.806 12 9.96479e-05 0.77091 -14315 -0.00100006 14.2068 -14315
  171 174 350.806 24 6.84355e-05 0.52944 -13821 -0.000267594 13.1408 -13821
  172 175 352.806 24 2.00711e-05 0.155276 -13535.6 0.000147361 13.1418 -13535.6
  173 176 354.806 12 2.69748e-06 0.0208686 -15960.1 7.97129e-05 12.0758 -15960.1
101100 173 3444
  1 4 10.8061 12 0.0160051 123.821 -155031 0.439494 12.1968 -155031
  2 5 12.8061 20.87 0.00851824 65.8999 -55004.5 0.385471 11.3044 -55004.5
  3 6 14.8061 15.13 0.00451262 34.9111 -158921 0.398556 13.4203 -158921
  4 7 16.8061 24 0.00647239 50.0726 -37710.7 0.381791 12.1898 -37710.7
  5 8 18.8061 23.42 0.0156655 121.194 2785.15 0.328011 12.0509 2785.15
  6 9 20.8061 12.58 0.0154557 119.57 9588.97 0.28063 12.4417 9588.97
  7 10 22.8061 24 0.00521175 40.3199 30109.1 0.258966 12.188 30109.1
  8 11 24.8061 24 0.00601729 46.5517 71966.4 0.258958 12.1907 71966.4
  9 12 26.8061 12 0.00892142 69.0191 114635 0.227479 12.1929 114635
  10 13 28.8061 24 0.00366115 28.3239 145950 0.191343 12.1945 145950
  11 14 30.8061 24 0.0019151 14.8159 192236 0.172684 12.1944 192236
  12 15 32.8061 12 0.00427421 33.0667 194508 0.173563 12.1927 194508
  13 16 34.8061 24 0.0032794 25.3705 208685 0.178045 12.1907 208685
  14 17 36.8061 24 0.00158958 12.2975 214579 0.183165 12.1886 214579
  15 18 38.8061 12 0.00169672 13.1264 180654 0.184975 12.1871 180654
  16 19 40.8061 24 0.0023133 17.8965 186955 0.187785 12.1853 186955
  17 20 42.8061 24 0.000887768 6.86807 156450 0.185406 12.1836 156450
  18 21 44.8061 12 0.000601378 4.65246 123053 0.184081 12.1842 123053
  19 22 46.8061 24 0.000470203 3.63765 87121 0.180477 12.1861 87121
  20 23 48.8061 24 0.000555193 4.29516 11634 0.17445 12.1876 11634
  21 24 50.8061 12 0.000691735 5.35149 -51267.4 0.171691 12.186 -51267.4
  22 25 52.8061 24 0.000824549 6.37899 -106844 0.170701 12.1817 -106844
  23 26 54.8061 24 0.000967794 7.48718 -114002 0.171836 12.1721 -114002
  24 27 56.8061 12 0.00105071 8.12863 -107802 0.174297 12.162 -107802
  25 28 58.8061 24 0.00125535 9.7118 -93287.4 0.175804 12.1482 -93287.4
  26 29 60.8061 24 0.0013958 10.7984 36809.8 0.177523 13.1913 36809.8
  27 30 62.8061 12 0.00133277 10.3108 103710 0.179886 14.2382 103710
  28 31 64.8061 24 0.00111664 8.63869 117618 0.182017 13.1528 117618
  29 32 66.8061 24 0.000673128 5.20754 222019 0.187206 13.1325 222019
  30 33 68.8061 12 0.000472141 3.65264 278857 0.194507 12.0551 278857
  31 34 70.8061 24 0.00033311 2.57705 255073 0.201928 13.1158 255073
  32 35 72.8061 24 0.000229573 1.77605 274819 0.20888 13.1139 274819
  33 36 74.8061 12 0.000244493 1.89148 328296 0.212189 14.1831 328296
  34 37 76.8061 24 0.000213067 1.64836 332034 0.212921 13.1196 332034
  35 38 78.8061 24 0.000185205 1.43281 311598 0.210609 13.121 311598
  36 39 80.8061 12 0.000241851 1.87104 306873 0.208652 12.0533 306873
  37 40 82.8061 24 0.000369709 2.86019 285219 0.208712 13.1188 285219
  38 41 84.8061 24 0.000496166 3.83851 223024 0.21173 13.1189 223024
  39 42 86.8061 12 0.000538714 4.16767 173468 0.215559 14.1861 173468
  40 43 88.8061 24 0.000545533 4.22042 103957 0.219197 13.1193 103957
  41 44 90.8061 13.89 0.000818042 6.32865 -69409.4 0.217655 12.3539 -69409.4
  42 45 92.8061 22.11 0.000617166 4.7746 -58595.2 0.217051 13.0208 -58595.2
  43 46 94.8061 24 0.000709635 5.48997 -142736 0.201492 13.119 -142736
  44 47 96.8061 21.28 0.000892572 6.90524 -59243.7 0.180054 13.2552 -59243.7
  45 48 98.8061 14.72 0.00107787 8.33878 -25858.2 0.173842 13.7915 -25858.2
  46 49 100.806 24 0.00103715 8.02375 154472 0.162247 13.1189 154472
  47 50 102.806 24 0.000817925 6.32774 266127 0.167041 13.1188 266127
  48 51 104.806 12 0.000822705 6.36473 245955 0.178991 12.0521 245955
  49 52 106.806 24 0.000704477 5.45007 147352 0.193481 13.1187 147352
  50 53 108.806 24 0.000366024 2.83169 9408.08 0.207814 13.1187 9408.08
  51 54 110.806 12 0.000217315 1.68122 -67029.6 0.211471 14.1854 -67029.6
  52 55 112.806 24 0.000322766 2.49702 -128424 0.207604 13.1187 -128424
  53 56 114.806 23.7 0.00111105 8.59548 -274536 0.195614 13.1106 -274536
  54 57 116.806 12.3 0.00250392 19.3711 -470261 0.184836 12.0937 -470261
  55 58 118.806 24 0.00447178 34.5952 -745836 0.172047 13.1187 -745836
  56 59 120.806 24 0.00600191 46.4328 -1.04469e+06 0.156123 13.1187 -1.04469e+06
  57 60 122.806 12 0.00621373 48.0715 -1.16e+06 0.14487 14.1853 -1.16e+06
  58 61 124.806 24 0.00597879 46.254 -1.14621e+06 0.134033 13.1187 -1.14621e+06
  59 62 126.806 24 0.00494985 38.2937 -946584 0.119912 13.1187 -946584
  60 63 128.806 12 0.0034074 26.3608 -687033 0.110237 12.052 -687033
  61 64 130.806 24 0.00180955 13.9993 -416377 0.102503 13.1187 -416377
  62 65 132.806 24 0.000697964 5.39968 -166251 0.0949242 13.1187 -166251
  63 66 134.806 12 0.000427361 3.30621 -72553.7 0.0909847 14.1853 -72553.7
  64 67 136.806 24 0.000310784 2.40433 -36428.6 0.08878 13.1187 -36428.6
  65 68 138.806 24 0.00018585 1.4378 -21507.8 0.0883661 13.1187 -21507.8
  66 69 140.806 12 0.000106187 0.821497 -20853.9 0.0897621 12.052 -20853.9
  67 70 142.806 24 5.00248e-05 0.387009 -23533.4 0.0921306 13.1186 -23533.4
  68 71 144.806 24 1.84663e-05 0.142861 -28356.5 0.0953129 13.1185 -28356.5
  69 72 146.806 12 3.44389e-05 0.266431 -32263.1 0.0971425 14.1851 -32263.1
  70 73 148.806 24 8.48637e-05 0.656534 -36275.5 0.0983065 13.1184 -36275.5
