# Chunk-averaged data for fix chunk and group B
# Timestep Number-of-chunks Total-count
# Chunk OrigID Coord1 Ncount c_ke1 temp c_stress4[1] c_displace1[1] c_disp c_stress5[1]
100100 173 3444
  55 58 118.806 24 0.000585647 4.53076 -229835 0.164021 12.2052 -229835
  56 59 120.806 23.98 0.000619268 4.79087 -260273 0.173935 12.2073 -260273
  57 60 122.806 12.02 0.000690339 5.3407 -286815 0.185063 12.1878 -286815
  58 61 124.806 24 0.00073285 5.66958 -294426 0.194374 12.1986 -294426
  59 62 126.806 24 0.000792365 6.13 -301086 0.199748 12.1981 -301086
  60 63 128.806 12 0.000784644 6.07027 -289501 0.197324 12.1976 -289501
  61 64 130.806 24 0.000657872 5.08952 -259341 0.190932 12.1965 -259341
  62 65 132.806 24 0.000469838 3.63483 -224746 0.181303 12.1945 -224746
  63 66 134.806 12 0.000382653 2.96034 -178127 0.175709 12.1914 -178127
  64 67 136.806 24 0.000440376 3.4069 -132572 0.173445 12.1845 -132572
  65 68 138.806 24 0.000645184 4.99136 -97115.6 0.172716 12.1693 -97115.6
  66 69 140.806 12 0.000838809 6.48931 -40128.2 0.172693 12.1545 -40128.2
  67 70 142.806 24 0.000977 7.5584 5357.12 0.172892 12.2659 5357.12
  68 71 144.806 23.05 0.00107967 8.3527 23056.8 0.171114 12.0429 23056.8
  69 72 146.806 12.95 0.00112169 8.67777 55171.5 0.172399 14.4394 55171.5
  70 73 148.806 24 0.000961577 7.43909 76298.1 0.172015 13.1453 76298.1
  71 74 150.806 15.75 0.000648443 5.01657 51695.4 0.171613 11.8992 51695.4
  72 75 152.806 20.25 0.00037257 2.88233 30205.9 0.177697 13.4441 30205.9
  73 76 154.806 24 0.000270371 2.09168 45019.4 0.177298 13.1161 45019.4
  74 77 156.806 12 0.000224525 1.737 -6861.44 0.175654 14.1843 -6861.44
  75 78 158.806 24 0.000196247 1.51823 -59852.4 0.16846 13.121 -59852.4
  76 79 160.806 24 0.000150116 1.16135 -83458.5 0.153992 13.1251 -83458.5
  77 80 162.806 12.18 0.00012916 0.999229 -150428 0.14111 12.2297 -150428
  78 81 164.806 23.82 0.000171606 1.3276 -228204 0.128542 13.0487 -228204
  79 82 166.806 24 0.000239262 1.85101 -250168 0.11543 13.1249 -250168
  80 83 168.806 14.2 0.000240069 1.85725 -251009 0.108775 14.2616 -251009
  81 84 170.806 21.8 0.000259643 2.00868 -292770 0.107419 12.9655 -292770
  82 85 172.806 24 0.000167296 1.29426 -260784 0.0981245 13.1212 -260784
  83 86 174.806 23.34 9.7438e-05 0.753813 -192340 0.0813323 13.1921 -192340
  84 87 176.806 12.66 0.000114941 0.889225 -185572 0.0634781 11.9818 -185572
  85 88 178.806 24 0.000158526 1.22641 -166079 0.0392467 13.1202 -166079
  86 89 180.806 24 0.000239206 1.85058 -92226.1 0.0123323 13.1192 -92226.1
  87 90 182.806 12 0.000297938 2.30495 -57151.4 -0.000534049 14.1859 -57151.4
  88 91 184.806 24 0.000287408 2.22349 -45409.4 -0.00591509 13.119 -45409.4
  89 92 186.806 24 0.000218201 1.68808 7172.58 -0.00729439 13.1181 7172.58
  90 93 188.806 12 0.00017953 1.3889 59864.1 -0.00772347 12.0509 59864.1
  91 94 190.806 24 0.000155565 1.20351 79713.3 -0.0117501 13.1172 79713.3
  92 95 192.806 24 0.00016191 1.25259 82343.8 -0.023297 13.1166 82343.8
  93 96 194.806 12 0.000228615 1.76864 94381.2 -0.0340684 14.1827 94381.2
  94 97 196.806 24 0.000319718 2.47345 109246 -0.0427053 13.1156 109246
  95 98 198.806 24 0.000382199 2.95682 114501 -0.0484288 13.1151 114501
  96 99 200.806 12 0.000353724 2.73653 112226 -0.04876 12.0481 112226
  97 100 202.806 24 0.000277904 2.14996 108002 -0.0472315 13.1143 108002
  98 101 204.806 24 0.00015814 1.22342 84692.8 -0.0460933 13.1136 84692.8
  99 102 206.806 12 8.47595e-05 0.655728 50664.2 -0.0472715 14.1797 50664.2
  100 103 208.806 24 5.03808e-05 0.389763 -2033.27 -0.0505047 13.1125 -2033.27
  101 104 210.806 24 9.75725e-05 0.754854 -93245.6 -0.0562929 13.1119 -93245.6
  102 105 212.806 12 0.000175173 1.3552 -158508 -0.0608685 12.0448 -158508
  103 106 214.806 24 0.000200312 1.54968 -190130 -0.0647884 13.1113 -190130
  104 107 216.806 24 0.000182145 1.40913 -185918 -0.0685017 13.1112 -185918
  105 108 218.806 12 0.000165926 1.28366 -163065 -0.0703215 14.1779 -163065
  106 109 220.806 24 0.000131069 1.014 -126965 -0.0716343 13.1113 -126965
  107 110 222.806 20.54 5.886e-05 0.455361 -62897.7 -0.0731937 13.4615 -62897.7
  108 111 224.806 15.46 4.81195e-05 0.372268 6153.81 -0.0729405 11.8184 6153.81
  109 112 226.806 24 0.000164985 1.27638 82789.2 -0.0733764 13.1117 82789.2
  110 113 228.806 12 0.000314926 2.43637 149963 -0.0730885 14.1785 149963
  111 114 230.806 24 0.000427533 3.30754 208555 -0.0726338 13.112 208555
  112 115 232.806 24 0.000526983 4.07692 254619 -0.0716212 13.1122 254619
  113 116 234.806 12 0.000589372 4.55958 256579 -0.0700863 12.0458 256579
  114 117 236.806 24 0.000611013 4.727 247132 -0.0665745 13.1127 247132
  115 118 238.806 24 0.000674294 5.21656 263683 -0.0570345 13.113 263683
  116 119 240.806 12 0.000807194 6.24472 309365 -0.0455157 14.1799 309365
  117 120 242.806 24 0.000906555 7.01341 370553 -0.0306377 13.1135 370553
  118 121 244.806 24 0.000891061 6.89355 389691 -0.0107112 13.1139 389691
  119 122 246.806 12 0.000870833 6.73706 312851 0.000547975 12.0475 312851
  120 123 248.806 24 0.000899605 6.95964 163716 0.00513353 13.1144 163716
  121 124 250.806 24 0.000891877 6.89986 -29870 0.0032071 13.1148 -29870
  122 125 252.806 12 0.000890948 6.89267 -117658 -0.00115803 14.1818 -117658
  123 126 254.806 24 0.000947171 7.32764 -123984 -0.00373349 13.1154 -123984
  124 127 256.806 24 0.000914011 7.0711 -36667.6 0.000186966 13.1159 -36667.6
  125 128 258.806 12 0.000707303 5.47194 66452.2 0.0098716 12.0495 66452.2
  126 129 260.806 24 0.000464504 3.59356 144695 0.0247232 13.1165 144695
  127 130 262.806 24 0.00026948 2.08479 169995 0.0458646 13.117 169995
  128 131 264.806 12 0.000195786 1.51467 142557 0.0591821 14.184 142557
  129 132 266.806 24 0.000173021 1.33855 100844 0.0677639 13.1178 100844
  130 133 268.806 24 0.000189509 1.46611 62924.9 0.0733517 13.1183 62924.9
  131 134 270.806 12 0.000209757 1.62275 55222.4 0.0745872 12.052 55222.4
  132 135 272.806 24 0.000220723 1.70759 64905.2 0.0746053 13.1191 64905.2
  133 136 274.806 24 0.000188068 1.45496 83249.1 0.0748024 13.1196 83249.1
  134 137 276.806 12 0.000154637 1.19632 86384.7 0.0758942 14.1867 86384.7
  135 138 278.806 24 0.000153358 1.18643 62666.9 0.0782646 13.1205 62666.9
  136 139 280.806 24 0.000167931 1.29917 -32992.6 0.0828929 13.121 -32992.6
  137 140 282.806 12 0.000416072 3.21887 -176524 0.0861943 12.0548 -176524
  138 141 284.806 24 0.00129251 9.99928 -408346 0.085932 13.1219 -408346
  139 142 286.806 24 0.00305249 23.6151 -776676 0.0765406 13.1225 -776676
  140 143 288.806 12 0.0041886 32.4044 -1.01667e+06 0.0615102 14.1896 -1.01667e+06
  141 144 290.806 24 0.00468995 36.283 -1.14874e+06 0.0403246 13.1234 -1.14874e+06
  142 145 292.806 24 0.00474219 36.6872 -1.15851e+06 0.0100666 13.124 -1.15851e+06
  143 146 294.806 12 0.00429503 33.2278 -1.04171e+06 -0.0101905 12.0578 -1.04171e+06
  144 147 296.806 24 0.00316105 24.4549 -821054 -0.0248045 13.1249 -821054
  145 148 298.806 24 0.00135041 10.4472 -487484 -0.0353112 13.1256 -487484
  146 149 300.806 12 0.000477798 3.6964 -284347 -0.0377518 14.1928 -284347
  147 150 302.806 24 0.00018177 1.40624 -163809 -0.0377881 13.1266 -163809
  148 151 304.806 24 8.08826e-05 0.625735 -84565.6 -0.0375869 13.1273 -84565.6
  149 152 306.806 12 4.20524e-05 0.325332 -59355.9 -0.0374232 12.0612 -59355.9
  150 153 308.806 24 1.56372e-05 0.120975 -48959.4 -0.0364415 13.1283 -48959.4
  151 154 310.806 24 2.83663e-05 0.219452 -42349.7 -0.0334366 13.129 -42349.7
  152 155 312.806 12 6.19508e-05 0.479272 -39969.7 -0.0301038 14.1962 -39969.7
  153 156 314.806 24 7.43311e-05 0.575051 -38459.4 -0.0261833 13.1301 -38459.4
  154 157 316.806 24 6.43083e-05 0.497511 -36952.1 -0.0211307 13.1308 -36952.1
  155 158 318.806 12 5.22282e-05 0.404055 -35843.9 -0.0181907 12.0646 -35843.9
  156 159 320.806 24 4.60081e-05 0.355935 -34684.4 -0.0166957 13.1319 -34684.4
  157 160 322.806 24 4.89399e-05 0.378616 -33140.7 -0.0164315 13.1326 -33140.7
  158 161 324.806 12 5.40044e-05 0.417797 -32041.3 -0.0168319 14.1998 -32041.3
  159 162 326.806 24 5.2538e-05 0.406451 -31013.3 -0.0168423 13.1337 -31013.3
  160 163 328.806 24 3.514e-05 0.271855 -29679.5 -0.0155638 13.1344 -29679.5
  161 164 330.806 12 1.46612e-05 0.113424 -28750.6 -0.0135811 12.0683 -28750.6
  162 165 332.806 24 6.24373e-06 0.0483036 -27832.4 -0.0108934 13.1356 -27832.4
  163 166 334.806 24 3.02598e-05 0.2341 -26680.4 -0.00706991 13.1364 -26680.4
  164 167 336.806 12 6.83496e-05 0.528776 -25931 -0.00450234 14.2036 -25931
  165 168 338.806 24 0.000103917 0.803938 -25290.6 -0.00264478 13.1375 -25290.6
  166 169 340.806 24 0.000114102 0.882732 -24473.2 -0.00119517 13.1383 -24473.2
  167 170 342.806 12 9.2083e-05 0.712385 -23945 -0.000676072 12.0722 -23945
  168 171 344.806 24 5.73839e-05 0.443941 -23449.2 -0.000393609 13.1394 -23449.2
  169 172 346.806 24 1.98608e-05 0.15365 -22748.5 -7.61715e-05 13.1402 -22748.5
  170 173 348.806 12 5.08146e-06 0.0393119 -22256.1 9.87522e-05 14.2074 -22256.1
  171 174 350.806 24 9.05555e-07 0.00700568 -21874 0.000109066 13.1413 -21874
  172 175 352.806 24 3.72994e-07 0.00288561 -21560.3 -2.3394e-05 13.142 -21560.3
  173 176 354.806 12 9.98807e-07 0.00772711 -24369 -4.20404e-05 12.0759 -24369
102700 173 3444
  1 4 10.8061 0 0 0 0 0 0 0
  2 5 12.8061 24 0.00528662 40.8991 110414 1.24435 12.2204 110414
  3 6 14.8061 24 0.00595076 46.0371 98461.4 1.0487 12.2248 98461.4
  4 7 16.8061 17.9 0.0050702 39.2247 184907 0.863023 11.8737 184907
  5 8 18.8061 18.1 0.00275105 21.283 5687.18 0.79154 12.5778 5687.18
  6 9 20.8061 24 0.00180845 13.9908 94337.4 0.69498 12.2248 94337.4
  7 10 22.8061 24 0.00194063 15.0134 53799 0.660418 12.22 53799
  8 11 24.8061 12 0.00236098 18.2653 54413.6 0.660505 12.2176 54413.6
  9 12 26.8061 24 0.00340166 26.3164 28894.9 0.6658 12.2171 28894.9
  10 13 28.8061 24 0.00557301 43.1146 10130.9 0.650375 12.2182 10130.9
  11 14 30.8061 12 0.00571821 44.238 -5908.57 0.618334 12.22 -5908.57
  12 15 32.8061 24 0.00427614 33.0817 -8778.08 0.582923 12.2221 -8778.08
  13 16 34.8061 24 0.00303754 23.4994 -25605.1 0.556082 12.2246 -25605.1
  14 17 36.8061 12 0.00145629 11.2663 -30074.5 0.553643 12.2254 -30074.5
  15 18 38.8061 24 0.00366601 28.3615 -24495.2 0.546782 12.2244 -24495.2
  16 19 40.8061 24 0.00914594 70.7561 -14538.9 0.502089 12.2212 -14538.9
  17 20 42.8061 12 0.00528954 40.9217 1035.29 0.462549 12.2185 1035.29
  18 21 44.8061 24 0.00224253 17.349 9086.99 0.45212 12.2166 9086.99
  19 22 46.8061 24 0.00151927 11.7536 28817.6 0.447185 12.2155 28817.6
  20 23 48.8061 12 0.00706255 54.6383 33618.4 0.413697 12.2152 33618.4
  21 24 50.8061 24 0.00810556 62.7073 39795.8 0.344919 12.2155 39795.8
  22 25 52.8061 24 0.0013278 10.2723 56525.9 0.297513 12.2174 56525.9
  23 26 54.8061 18.01 0.00297583 23.0221 77377.3 0.297269 11.5913 77377.3
  24 27 56.8061 17.99 0.00519691 40.2051 90849.8 0.308109 12.8518 90849.8
  25 28 58.8061 24 0.00219919 17.0137 98446.4 0.30911 12.2231 98446.4
  26 29 60.8061 13.49 0.00164559 12.7308 96671.6 0.309774 11.9559 96671.6
  27 30 62.8061 22.51 0.00152593 11.8051 94317.5 0.312291 12.3792 94317.5
  28 31 64.8061 24 0.000815996 6.31282 71707.9 0.311688 12.2168 71707.9
  29 32 66.8061 12 0.00136474 10.5581 42550 0.310761 12.2151 42550
  30 33 68.8061 24 0.00119697 9.26017 22232.3 0.300475 12.2136 22232.3
  31 34 70.8061 24 0.00079808 6.17421 -9693.81 0.285423 12.2125 -9693.81
  32 35 72.8061 13.29 0.0014621 11.3113 -40811 0.278298 11.4495 -40811
  33 36 74.8061 22.71 0.00106386 8.23039 -33375.5 0.2797 12.6599 -33375.5
  34 37 76.8061 24 0.00157465 12.182 -61977.3 0.272306 12.2133 -61977.3
  35 38 78.8061 16.45 0.000724482 5.60484 -97474.2 0.252622 10.9627 -97474.2
  36 39 80.8061 19.55 0.000668002 5.16789 -81993 0.251997 13.264 -81993
  37 40 82.8061 24 0.00180714 13.9806 -91270.4 0.242625 12.212 -91270.4
  38 41 84.8061 16.04 0.00104359 8.07355 -107781 0.236347 10.8525 -107781
  39 42 86.8061 19.96 0.00162178 12.5466 -107316 0.246513 13.3035 -107316
  40 43 88.8061 24 0.000564638 4.36823 -101099 0.238826 12.2116 -101099
  41 44 90.8061 16.41 0.000700553 5.41971 -98245 0.218446 10.2634 -98245
  42 45 92.8061 19.59 0.00110117 8.51905 -57951.4 0.219111 13.8468 -57951.4
  43 46 94.8061 24 0.000462469 3.57781 -59489.3 0.188837 12.2158 -59489.3
  44 47 96.8061 24 0.000488696 3.78072 -26370.5 0.15865 12.2158 -26370.5
  45 48 98.8061 12 0.0004687 3.62602 -21466.5 0.144291 12.2137 -21466.5
  46 49 100.806 24 0.000425375 3.29084 -13777.5 0.140832 12.2111 -13777.5
  47 50 102.806 24 0.000411617 3.1844 9366.85 0.152356 12.209 9366.85
  48 51 104.806 12 0.000454433 3.51565 -810.975 0.168309 12.2084 -810.975
  49 52 106.806 24 0.000571745 4.42321 20819.7 0.183427 12.2073 20819.7
  50 53 108.806 23.9 0.000697639 5.39717 41357.5 0.194625 12.25 41357.5
  51 54 110.806 12.1 0.000712457 5.51181 36287.3 0.193941 12.1167 36287.3
  52 55 112.806 24 0.000691448 5.34927 46281.9 0.18596 12.2059 46281.9
  53 56 114.806 23.83 0.000591367 4.57501 33663.8 0.175168 12.2733 33663.8
  54 57 116.806 12.17 0.000473252 3.66124 10591.1 0.172534 12.0836 10591.1
  55 58 118.806 24 0.000362006 2.8006 -19616.9 0.176946 12.2111 -19616.9
  56 59 120.806 22.58 0.000295234 2.28403 -79860.2 0.190262 12.7954 -79860.2
  57 60 122.806 13.42 0.000277074 2.14354 -120384 0.208706 11.2221 -120384
  58 61 124.806 24 0.000368674 2.85219 -168090 0.218863 12.2041 -168090
  59 62 126.806 20.33 0.00048733 3.77015 -219882 0.221821 13.2085 -219882
  60 63 128.806 15.67 0.000521565 4.035 -250927 0.230888 10.8911 -250927
  61 64 130.806 24 0.000640792 4.95739 -287799 0.218412 12.1979 -287799
  62 65 132.806 21.88 0.000620685 4.80183 -310834 0.205117 12.9015 -310834
  63 66 134.806 14.12 0.000579829 4.48575 -344392 0.204961 11.1059 -344392
  64 67 136.806 24 0.000500177 3.86953 -352446 0.194225 12.1955 -352446
  65 68 138.806 23 0.000431994 3.34205 -321446 0.186643 12.569 -321446
  66 69 140.806 13 0.000587181 4.54263 -343019 0.184901 11.5235 -343019
  67 70 142.806 24 0.000712681 5.51354 -293157 0.176731 12.1809 -293157
  68 71 144.806 23.47 0.000836752 6.4734 -224257 0.168305 12.1904 -224257
  69 72 146.806 12.53 0.00086505 6.69232 -192267 0.164781 12.1008 -192267
  70 73 148.806 24 0.000852002 6.59137 -156449 0.159945 12.1318 -156449
  71 74 150.806 22.15 0.000878545 6.79672 -74944.9 0.156933 12.7877 -74944.9
  72 75 152.806 13.85 0.000963836 7.45656 -47571.7 0.160787 12.4293 -47571.7
  73 76 154.806 24 0.00084136 6.50905 -23654.4 0.157562 13.1398 -23654.4
  74 77 156.806 15.44 0.000678362 5.24804 39109.7 0.151648 13.0303 39109.7
  75 78 158.806 20.56 0.000443672 3.43239 42754.4 0.151907 13.8105 42754.4
  76 79 160.806 24 0.000247238 1.91272 16280.1 0.13904 13.1148 16280.1
  77 80 162.806 17.18 0.000303743 2.34986 41443.2 0.12557 12.0382 41443.2
  78 81 164.806 18.82 0.000273786 2.1181 27122.8 0.123329 13.4268 27122.8
  79 82 166.806 24 0.000234396 1.81336 -32693.7 0.116112 13.1248 -32693.7
  80 83 168.806 12.09 0.000201803 1.56122 -59638.9 0.114454 14.1607 -59638.9
  81 84 170.806 23.91 0.000189003 1.46219 -71709.8 0.115067 13.1383 -71709.8
  82 85 172.806 24 0.000145357 1.12453 -165137 0.111512 13.1233 -165137
  83 86 174.806 13.46 0.000152859 1.18257 -240259 0.0991088 12.5432 -240259
  84 87 176.806 22.54 0.00015684 1.21337 -236228 0.0834878 12.8961 -236228
  85 88 178.806 24 0.000206078 1.59429 -271175 0.0535143 13.1199 -271175
  86 89 180.806 24 0.00031252 2.41776 -304344 0.0235205 13.1209 -304344
  87 90 182.806 12 0.000327458 2.53333 -267683 0.00662484 14.1868 -267683
  88 91 184.806 24 0.000314468 2.43283 -228488 -0.0022069 13.1187 -228488
  89 92 186.806 24 0.000263626 2.0395 -217124 -0.0084762 13.1176 -217124
  90 93 188.806 12 0.000161505 1.24946 -184290 -0.0133018 12.051 -184290
  91 94 190.806 24 8.26838e-05 0.63967 -123870 -0.0208118 13.1174 -123870
  92 95 192.806 24 0.000101573 0.785804 -80036 -0.0350356 13.1165 -80036
  93 96 194.806 12 0.000182173 1.40935 -62684.5 -0.0475055 14.1826 -62684.5
  94 97 196.806 24 0.000295094 2.28294 -17559.8 -0.0580345 13.1157 -17559.8
  95 98 198.806 24 0.000422166 3.26602 46784.6 -0.0657372 13.115 46784.6
  96 99 200.806 12 0.000420268 3.25134 68219.6 -0.0671403 12.0477 68219.6
  97 100 202.806 24 0.000323128 2.49983 74750.4 -0.0665494 13.1137 74750.4
  98 101 204.806 24 0.000180559 1.39686 94148.2 -0.0657391 13.113 94148.2
  99 102 206.806 12 0.000121666 0.941251 108303 -0.0658949 14.1793 108303
  100 103 208.806 24 0.000128282 0.992434 113352 -0.0668233 13.1124 113352
  101 104 210.806 24 0.000175396 1.35693 115858 -0.0678184 13.1122 115858
  102 105 212.806 12 0.000201877 1.56179 114134 -0.0674781 12.0454 114134
  103 106 214.806 24 0.000185504 1.43512 101222 -0.0657885 13.1121 101222
  104 107 216.806 24 0.000112665 0.871617 64910.9 -0.062557 13.1122 64910.9
  105 108 218.806 12 5.11498e-05 0.395712 19091.9 -0.0602348 14.179 19091.9
  106 109 220.806 24 4.5394e-05 0.351183 -48833.6 -0.059177 13.1125 -48833.6
  107 110 222.806 12.3 0.000104204 0.806155 -124969 -0.0600694 12.0414 -124969
  108 111 224.806 23.7 0.000144808 1.12029 -168576 -0.0623468 13.1288 -168576
  109 112 226.806 24 0.000152525 1.17998 -188495 -0.068355 13.1131 -188495
  110 113 228.806 12 0.000169257 1.30943 -178158 -0.0740889 14.1799 -178158
  111 114 230.806 24 0.000204759 1.58409 -154899 -0.080874 13.1134 -154899
  112 115 232.806 24 0.00021269 1.64544 -96250.1 -0.0900624 13.1136 -96250.1
  113 116 234.806 12 0.00021969 1.69959 -30247 -0.0953167 12.0471 -30247
  114 117 236.806 24 0.000303632 2.349 42431.1 -0.0965988 13.114 42431.1
  115 118 238.806 24 0.000442175 3.42081 136486 -0.0911182 13.1143 136486
  116 119 240.806 12 0.000477058 3.69068 202370 -0.0816927 14.1811 202370
  117 120 242.806 24 0.00044425 3.43687 244545 -0.0691978 13.1147 244545
  118 121 244.806 24 0.00041237 3.19023 256959 -0.0536884 13.1151 256959
  119 122 246.806 12 0.000412157 3.18858 249366 -0.0456983 12.0487 249366
  120 123 248.806 24 0.000537738 4.16012 258857 -0.0420211 13.1156 258857
  121 124 250.806 24 0.00095997 7.42665 319759 -0.0394877 13.116 319759
  122 125 252.806 12 0.00134134 10.3771 387477 -0.0359626 14.183 387477
  123 126 254.806 24 0.00154568 11.9579 422774 -0.0277575 13.1166 422774
  124 127 256.806 24 0.00149589 11.5727 351036 -0.0104714 13.117 351036
  125 128 258.806 12 0.00124369 9.62164 211544 0.00510057 12.0507 211544
  126 129 260.806 24 0.000810554 6.27072 55318.3 0.0200362 13.1177 55318.3
  127 130 262.806 24 0.000302013 2.33647 -84136.9 0.0359078 13.1181 -84136.9
  128 131 264.806 12 0.000185612 1.43596 -112210 0.0437875 14.1851 -112210
  129 132 266.806 24 0.000289301 2.23813 -62546.4 0.0480885 13.1188 -62546.4
  130 133 268.806 24 0.000401975 3.10981 61660.8 0.0514537 13.1193 61660.8
  131 134 270.806 12 0.000426375 3.29858 149293 0.0536547 12.053 149293
  132 135 272.806 24 0.000395935 3.06309 184320 0.0561158 13.1201 184320
  133 136 274.806 24 0.000301214 2.33029 165161 0.0594513 13.1206 165161
  134 137 276.806 12 0.000242023 1.87237 127680 0.0618648 14.1877 127680
  135 138 278.806 24 0.000131079 1.01407 95889 0.0649066 13.1214 95889
  136 139 280.806 24 5.76886e-05 0.446299 79501.5 0.071268 13.122 79501.5
  137 140 282.806 12 7.78421e-05 0.602213 84774.1 0.0775014 12.0557 84774.1
  138 141 284.806 24 7.79503e-05 0.60305 99053.2 0.0842561 13.1228 99053.2
  139 142 286.806 24 5.97852e-05 0.462518 109373 0.0916852 13.1234 109373
  140 143 288.806 12 4.82919e-05 0.373602 99016.2 0.0946463 14.1905 99016.2
  141 144 290.806 24 5.55259e-05 0.429567 54909.4 0.0948755 13.1242 54909.4
  142 145 292.806 24 0.000213989 1.65549 -79133.8 0.0930976 13.1248 -79133.8
  143 146 294.806 12 0.000706159 5.46308 -259495 0.0905116 12.0586 -259495
  144 147 296.806 24 0.00186738 14.4467 -519402 0.0855164 13.1258 -519402
  145 148 298.806 24 0.00370251 28.6439 -880572 0.0738438 13.1264 -880572
  146 149 300.806 12 0.00459346 35.5365 -1.08275e+06 0.0608054 14.1935 -1.08275e+06
  147 150 302.806 24 0.00490567 37.9519 -1.16459e+06 0.0439243 13.1273 -1.16459e+06
  148 151 304.806 24 0.00471906 36.5082 -1.10628e+06 0.0191343 13.128 -1.10628e+06
  149 152 306.806 12 0.00394485 30.5187 -941695 0.00183009 12.0618 -941695
  150 153 308.806 24 0.00256182 19.8191 -696625 -0.0107338 13.1289 -696625
  151 154 310.806 24 0.000940378 7.27508 -379806 -0.0194006 13.1296 -379806
  152 155 312.806 12 0.00033651 2.60335 -211837 -0.0206817 14.1967 -211837
  153 156 314.806 24 0.000145209 1.12339 -121977 -0.0188357 13.1305 -121977
  154 157 316.806 24 6.1177e-05 0.473286 -66442.9 -0.0149718 13.1312 -66442.9
  155 158 318.806 12 4.05488e-05 0.313699 -49860 -0.0124177 12.0651 -49860
  156 159 320.806 24 3.98421e-05 0.308232 -43401.4 -0.0111174 13.1323 -43401.4
  157 160 322.806 24 5.29806e-05 0.409876 -39927.2 -0.0109874 13.133 -39927.2
  158 161 324.806 12 6.56737e-05 0.508074 -39027.5 -0.0114635 14.2002 -39027.5
  159 162 326.806 24 6.79532e-05 0.525709 -38736.9 -0.0116118 13.1341 -38736.9
  160 163 328.806 24 4.32372e-05 0.334497 -38658.3 -0.0106293 13.1348 -38658.3
  161 164 330.806 12 1.67591e-05 0.129654 -38616 -0.00892342 12.0687 -38616
  162 165 332.806 24 7.72577e-06 0.0597692 -38645.4 -0.00652319 13.1359 -38645.4
  163 166 334.806 24 3.62361e-05 0.280335 -38772.9 -0.00308216 13.1367 -38772.9
  164 167 336.806 12 7.83825e-05 0.606393 -38880 -0.000798824 14.2039 -38880
  165 168 338.806 24 0.000111467 0.862347 -38925.3 0.000780781 13.1377 -38925.3
  166 169 340.806 24 0.000114056 0.882376 -39053.6 0.00186668 13.1385 -39053.6
  167 170 342.806 12 8.67302e-05 0.670974 -39094.9 0.00209755 12.0723 -39094.9
  168 171 344.806 24 5.12049e-05 0.396138 -39108.2 0.00204977 13.1395 -39108.2
  169 172 346.806 24 1.48651e-05 0.115002 -39157.7 0.00185034 13.1403 -39157.7
  170 173 348.806 12 2.62387e-06 0.0202992 -39222.5 0.00160006 14.2075 -39222.5
  171 174 350.806 24 8.43399e-07 0.00652482 -39405.8 0.00119535 13.1413 -39405.8
  172 175 352.806 24 9.00714e-07 0.00696822 -39607.8 0.000569367 13.142 -39607.8
  173 176 354.806 12 1.02001e-06 0.00789116 -42465.6 0.00020903 12.0759 -42465.6
102800 173 3444
  1 4 10.8061 0 0 0 0 0 0 0
  2 5 12.8061 24 0.00729187 56.4124 86770.3 1.28973 12.2162 86770.3
  3 6 14.8061 24 0.00468069 36.2114 103358 1.08618 12.2186 103358
  4 7 16.8061 13.99 0.00487158 37.6882 119733 0.922684 12.0733 119733
  5 8 18.8061 22.01 0.00422377 32.6765 84527.4 0.816245 12.3175 84527.4
  6 9 20.8061 24 0.0025911 20.0456 100946 0.701418 12.2272 100946
  7 10 22.8061 24 0.00177253 13.7129 109350 0.662629 12.2293 109350
  8 11 24.8061 12 0.00208364 16.1197 79887.4 0.661182 12.2282 79887.4
  9 12 26.8061 24 0.00273486 21.1578 75723 0.667723 12.2251 75723
  10 13 28.8061 24 0.00429531 33.2299 65341.5 0.658074 12.2206 65341.5
  11 14 30.8061 12 0.00601038 46.4983 55759.1 0.628667 12.2184 55759.1
  12 15 32.8061 24 0.00443892 34.3409 33876.3 0.590029 12.2182 33876.3
  13 16 34.8061 24 0.00248419 19.2185 13567.7 0.556356 12.2199 13567.7
  14 17 36.8061 12 0.00156412 12.1006 -8921.49 0.550391 12.222 -8921.49
  15 18 38.8061 24 0.00254572 19.6946 -26357.9 0.54809 12.2242 -26357.9
  16 19 40.8061 24 0.00665539 51.4884 -43090.2 0.51781 12.2264 -43090.2
  17 20 42.8061 12 0.00981648 75.9436 -58021.4 0.477145 12.2268 -58021.4
  18 21 44.8061 24 0.00422861 32.714 -73461.3 0.454726 12.2256 -73461.3
  19 22 46.8061 24 0.00147209 11.3886 -71616.2 0.450242 12.2219 -71616.2
  20 23 48.8061 12 0.00342976 26.5337 -64501.7 0.430484 12.219 -64501.7
  21 24 50.8061 24 0.00805097 62.2851 -45741.1 0.375132 12.2171 -45741.1
  22 25 52.8061 24 0.00458175 35.446 -23853 0.301815 12.2162 -23853
  23 26 54.8061 20.57 0.00170219 13.1687 9327.93 0.288792 12.9689 9327.93
  24 27 56.8061 15.43 0.00526468 40.7293 70308.1 0.29943 11.2133 70308.1
  25 28 58.8061 24 0.00415635 32.155 89329.8 0.297777 12.2187 89329.8
  26 29 60.8061 15.61 0.000692178 5.35493 97095.6 0.296234 13.2279 97095.6
  27 30 62.8061 20.39 0.00237659 18.3861 142736 0.306507 11.4525 142736
  28 31 64.8061 24 0.00140485 10.8684 151115 0.303587 12.2235 151115
  29 32 66.8061 12 0.000606097 4.68897 166252 0.306366 12.2221 166252
